#1: Test Organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2: Experimental Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3: Effect,,,,,,,,#4: Particle Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#5: Quality Criteria,,,,,,,,,,,,,,,,,,
source,doi,article,particle.1,particle.2,particle.3,particle.4,particle.5,particle.6,particle.7,design.1,design.2,design.3,design.4,design.5,design.6,design.7,design.8,design.9,design.10,design.11,design.12,design.13,risk.1,risk.2,risk.3,risk.4,risk.5,risk.6,pass.all.red,authors,year,context,genus,species,life.stage,invitro.invivo,sex,exposure.route,exposure.category,leachate,mix,negative.control,reference.material,exposure.media,solvent,detergent,media.sal,media.ph,media.temp,media.temp.min,media.temp.max,exposure.duration.d,treatment,replicates,dosing.frequency,sample.size,dose.ug.g.food.nominal,dose.uM.nominal,dose.ug.cm2.nominal,dose.particles.day.nominal,dose.particles.kg.bw.nominal,dose.mg.day.nominal,dose.particles.L.nominal,dose.mg.L.air.nominal,dose.mg.mL.nominal,dose.mg.kg.day.bw.nominal,dose.cm2.mL.nominal,chem,chem.dose.ug.L.nominal,dose.ug.g.food.measured,dose.uM.measured,dose.ug.cm2.measured,dose.particles.day.measured,dose.mg.day.measured,dose.particles.L.measured,dose.mg.L.air.measured,dose.mg.mL.measured,dose.mg.kg.day.bw.measured,dose.cm2.mL.measured,chem.dose.ug.L.measured,dose.particles.L.master,dose.particles.L.master.reported.converted,dose.mg.mL.master,dose.mg.mL.master.reported.converted,effect,direction,stat.clarity,lvl1,lvl2,lvl3,bio.org,target.organelle.cell.tissue,polymer,density.g.cm3,density.mg.um3,density.reported.estimated,shape,charge,zetapotential,zeta.potential.media,functional.group,size.length.mm.nominal,size.length.min.mm.nominal,size.length.max.mm.nominal,size.length.mm.measured,size.length.min.mm.measured,size.length.max.mm.measured,size.width.mm.nominal,size.width.min.mm.nominal,size.width.max.mm.nominal,size.width.mm.measured,size.width.min.mm.measured,size.width.max.mm.measured,size.height.mm.nominal,size.height.min.mm.nominal,size.height.max.mm.nominal,size.height.mm.measured,size.height.min.mm.measured,size.height.max.mm.measured,size.length.um.used.for.conversion,csf,csf.calculated.estimated,particle.volume.um,mass.per.particle.mg,size.category,weathered.biofouled,size.valid,size.valid.method,size.validation.media,shape.valid,shape.valid.method,polymer.valid,polymer.valid.method,particle.source,part,sodium.azide,contaminant.screen,sol.rinse,clean.method,background.plastics,con.valid,particle.behavior,uptake.valid,tissue.distribution,fed,curator
search,10.7546/CRABS.2018.10.07,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koprinarova,2018,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,4,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,reported,Y,increase,clear,cell.morphology.structure,nucleus,nuclear.intensity,subcell,a549.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,assay.media,NH2,0.00005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1,N,Y,dynamic.light.scattering,assay.media,N,NA,N,NA,commercial,sigma.aldrich.L0780,unknown,N,NA,N,N,N,N,N,NA,NA,LTH.HD
search,10.7546/CRABS.2018.10.07,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koprinarova,2018,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,4,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,reported,N,NA,clear,cell.morphology.structure,nucleus,nuclear.size,subcell,a549.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,assay.media,NH2,0.00005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1,N,Y,dynamic.light.scattering,assay.media,N,NA,N,NA,commercial,sigma.aldrich.L0780,unknown,N,NA,N,N,N,N,N,NA,NA,LTH.HD
search,10.7546/CRABS.2018.10.07,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koprinarova,2018,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,4,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,reported,N,NA,clear,cell.morphology.structure,nucleus,nuclear.size,subcell,a549.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,assay.media,NH2,0.00005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1,N,Y,dynamic.light.scattering,assay.media,N,NA,N,NA,commercial,sigma.aldrich.L0780,unknown,N,NA,N,N,N,N,N,NA,NA,LTH.HD
search,10.7546/CRABS.2018.10.07,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koprinarova,2018,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,4,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,reported,N,NA,clear,cell.morphology.structure,nucleus,nuclear.size,subcell,a549.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,assay.media,NH2,0.00005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1,N,Y,dynamic.light.scattering,assay.media,N,NA,N,NA,commercial,sigma.aldrich.L0780,unknown,N,NA,N,N,N,N,N,NA,NA,LTH.HD
search,10.7546/CRABS.2018.10.07,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koprinarova,2018,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,4,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,reported,Y,decrease,clear,cell.morphology.structure,nucleus,nuclear.size,subcell,a549.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,assay.media,NH2,0.00005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1,N,Y,dynamic.light.scattering,assay.media,N,NA,N,NA,commercial,sigma.aldrich.L0780,unknown,N,NA,N,N,N,N,N,NA,NA,LTH.HD
search,10.7546/CRABS.2018.10.07,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koprinarova,2018,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,EBM2,NA,NA,NA,NA,37,NA,NA,0.333333333,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,reported,Y,increase,clear,metabolism,oxidative.stress,ros.prod,subcell,hcmecd3.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,assay.media,NH2,0.00005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1,N,Y,dynamic.light.scattering,assay.media,N,NA,N,NA,commercial,sigma.aldrich.L0780,unknown,N,NA,N,N,N,N,N,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,4,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,N,NA,clear,cell.growth.proliferation,apoptosis.cell.cycle,caspase3.activity,subcell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,4,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,Y,decrease,clear,cell.growth.proliferation,apoptosis.cell.cycle,cell.cycle.g0g1,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,4,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,N,NA,clear,cell.growth.proliferation,apoptosis.cell.cycle,cell.cycle.g2m,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,4,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,N,NA,clear,cell.growth.proliferation,apoptosis.cell.cycle,cell.cycle.s,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,4,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,Y,increase,clear,cell.growth.proliferation,apoptosis.cell.cycle,cell.cycle.subg0g1,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,3,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,Y,decrease,clear,cytotoxicity,cytotoxicity,cytotoxicity,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM.egf,NA,NA,NA,NA,37,NA,NA,1,3,3,0,3,NA,NA,NA,NA,NA,NA,1.5E+14,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5E+14,reported,0.01,reported,N,NA,clear,cell.growth.proliferation,proliferation,proliferation,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM.egf,NA,NA,NA,NA,37,NA,NA,1,3,3,0,3,NA,NA,NA,NA,NA,NA,1.5E+15,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5E+15,reported,0.1,reported,N,NA,clear,cell.growth.proliferation,proliferation,proliferation,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM.egf,NA,NA,NA,NA,37,NA,NA,1,3,3,0,3,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,Y,decrease,clear,cell.growth.proliferation,proliferation,proliferation,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,3,NA,NA,NA,NA,NA,NA,1.5E+14,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5E+14,reported,0.01,reported,Y,increase,clear,cell.growth.proliferation,proliferation,proliferation,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,3,NA,NA,NA,NA,NA,NA,1.5E+15,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5E+15,reported,0.1,reported,N,NA,clear,cell.growth.proliferation,proliferation,proliferation,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1166/jnn.2019.16347,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuc,2019,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,N,DMEM,NA,NA,NA,NA,37,NA,NA,1,3,3,0,3,NA,NA,NA,NA,NA,NA,3E+15,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3E+15,reported,0.2,reported,N,NA,clear,cell.growth.proliferation,proliferation,proliferation,cell,a431.cells,PS,1.07,1.07E-09,estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,N,NA,N,NA,N,NA,unknown,N,NA,N,N,N,N,flow.cytometry,NA,NA,LTH.HD
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1028.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,immune,inflammation,il1b.release,subcell,intestinal.cell.model,PA,1.14,1.14E-09,reported,fragment,NA,NA,NA,NA,NA,0.041,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0.4,estimated,36775.56738,4.19241E-05,3,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1028.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,immune,inflammation,il8.release,subcell,intestinal.cell.model,PA,1.14,1.14E-09,reported,fragment,NA,NA,NA,NA,NA,0.041,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0.4,estimated,36775.56738,4.19241E-05,3,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1028.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,immune,inflammation,tnfa.release,subcell,intestinal.cell.model,PA,1.14,1.14E-09,reported,fragment,NA,NA,NA,NA,NA,0.041,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0.4,estimated,36775.56738,4.19241E-05,3,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1028.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,metabolism,energy.metabolism,ldh.release,subcell,intestinal.cell.model,PA,1.14,1.14E-09,reported,fragment,NA,NA,NA,NA,NA,0.041,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0.4,estimated,36775.56738,4.19241E-05,3,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1028.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,alimentary.excretory,intestinal.permeability,transepithelial.elec.res.intestinal,subcell,intestinal.cell.model,PA,1.14,1.14E-09,reported,fragment,NA,NA,NA,NA,NA,0.041,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0.4,estimated,36775.56738,4.19241E-05,3,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,immune,inflammation,il1b.release,subcell,intestinal.cell.model,TR,NA,NA,NA,fragment,NA,NA,NA,NA,NA,0.072,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.4,estimated,311970.6225,NA,4,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,immune,inflammation,il8.release,subcell,intestinal.cell.model,TR,NA,NA,NA,fragment,NA,NA,NA,NA,NA,0.072,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.4,estimated,311970.6225,NA,4,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,immune,inflammation,tnfa.release,subcell,intestinal.cell.model,TR,NA,NA,NA,fragment,NA,NA,NA,NA,NA,0.072,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.4,estimated,311970.6225,NA,4,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,metabolism,energy.metabolism,ldh.release,subcell,intestinal.cell.model,TR,NA,NA,NA,fragment,NA,NA,NA,NA,NA,0.072,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.4,estimated,311970.6225,NA,4,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
search,10.1007/s00204-020-02750-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehner,2020,tox,Homo,sapiens,NA,invitro,NA,NA,In Vitro,NA,N,Y,Y,DMEM.medium,NA,NA,NA,NA,NA,NA,NA,2,1,3,0,1,NA,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,alimentary.excretory,intestinal.permeability,transepithelial.elec.res.intestinal,subcell,intestinal.cell.model,TR,NA,NA,NA,fragment,NA,NA,NA,NA,NA,0.072,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.4,estimated,311970.6225,NA,4,N,Y,dynamic.light.scattering,distilled.water.SDS,Y,SEM,N,NA,lab,NA,N,N,NA,N,N,N,N,N,NA,NA,LTH
